flashcard_id,student_id,subject,topic,question,answer,is_known
39bf761e-4590-4330-8782-ff06b78248e4,ALL,Science,Ecology,Why is Ecology important?,An example of Ecology: ...,False
ceb13a63-3ede-4716-b704-a046f635c0c1,ALL,Science,Ecology,Why is Ecology important?,An example of Ecology: ...,True
60830e17-fa17-414f-9aec-d27781d14ff8,ALL,Science,Genetics,Why is Genetics important?,Genetics is important because ...,False
a596037f-46fd-4d3e-bcef-d9f0d16589e6,ALL,Science,Genetics,Why is Genetics important?,Genetics is important because ...,False
1ddb688c-d6e5-4c7b-b238-e0c0399360a3,ALL,Science,Genetics,Define Genetics.,The key concept of Genetics is ...,False
d142ccab-9d1a-43e8-8a76-c86e0f414b2d,ALL,English,Grammar,Explain Grammar in brief.,Grammar is important because ...,True
ee41f762-ada6-4cca-b849-b80f945c1499,ALL,English,Grammar,Define Grammar.,Grammar can be explained as ...,False
88af05b1-fee2-41dd-943e-98b996fba851,ALL,English,Grammar,What is the key concept of Grammar?,The key concept of Grammar is ...,False
f2bff990-d5e2-4924-94a4-ce5e1ccd6ad0,ALL,English,Literature,Why is Literature important?,Literature is important because ...,False
a9b12910-dd69-4baa-ac6b-71156a6e90eb,ALL,English,Literature,Define Literature.,An example of Literature: ...,False
c7df75fa-03ad-4939-867b-0eaf7dfe921a,ALL,English,Literature,Why is Literature important?,Literature can be explained as ...,False
7140b5ea-fea0-418b-a3cc-ce61f572eae1,ALL,English,Writing Skills,Define Writing Skills.,Writing Skills is important because ...,True
79f0ac59-82af-447b-8237-21c5f81cb6da,ALL,English,Writing Skills,What is the key concept of Writing Skills?,Writing Skills is defined as ...,True
b09680e4-1dea-4c16-aa61-926811680e52,ALL,English,Writing Skills,What is the key concept of Writing Skills?,Writing Skills is important because ...,True
7a7f83a1-338f-49ce-8fb0-71cdc75d485a,ALL,English,Poetry,Give an example of Poetry.,Poetry can be explained as ...,True
78acf52d-3414-4f06-b541-ab4446e5acc8,ALL,English,Poetry,Give an example of Poetry.,An example of Poetry: ...,False
9796abfe-d1ef-4b46-afda-c041cfe3cab1,ALL,English,Poetry,Give an example of Poetry.,Poetry is important because ...,False
3eb6fd1b-1c06-4226-ad12-08bd9cd19632,ALL,English,Comprehension,Define Comprehension.,Comprehension is important because ...,True
7bdca363-61d0-4092-a974-0652bdab1653,ALL,English,Comprehension,What is the key concept of Comprehension?,Comprehension is defined as ...,False
e2a3c182-5998-4255-acbb-4f8caa6d1460,ALL,English,Comprehension,Explain Comprehension in brief.,Comprehension is defined as ...,False
0203ded1-1341-4014-b804-c6633f9c7c8a,ALL,Social Science,Geography,Give an example of Geography.,Geography can be explained as ...,True
46f7f482-e9b3-4525-a220-1e6056f50eff,ALL,Social Science,Geography,Define Geography.,Geography can be explained as ...,False
260dd69b-cc8b-49b6-b7bf-0b8daa990780,ALL,Social Science,Geography,Explain Geography in brief.,Geography is important because ...,True
f3736dcb-ce59-4127-81c7-ba022e079ab7,ALL,Social Science,Civics,Why is Civics important?,Civics is defined as ...,True
87d2ca0b-fb19-46e0-8b23-c153c16d2ae5,ALL,Social Science,Civics,What is the key concept of Civics?,Civics can be explained as ...,False
fa2e66ec-3a58-4890-85ca-2237e590a593,ALL,Social Science,Civics,Explain Civics in brief.,Civics can be explained as ...,True
30b8aff5-80a7-44b4-b583-6d168fd2de9a,ALL,Social Science,History,Explain History in brief.,The key concept of History is ...,False
e96ef474-d880-4c6c-8596-74aad87595ba,ALL,Social Science,History,Explain History in brief.,The key concept of History is ...,False
8bb749a7-8cfb-4879-b11d-4be387bb4b31,ALL,Social Science,History,Explain History in brief.,History is important because ...,False
3df0f39e-a12a-4166-856f-35031c903051,ALL,Social Science,Economics,Why is Economics important?,Economics can be explained as ...,True
5ded2362-7b66-4ac6-b73c-b5a046cecee7,ALL,Social Science,Economics,Explain Economics in brief.,Economics can be explained as ...,True
c0a7e063-e9c5-46fe-8210-49baab9badbf,ALL,Social Science,Economics,What is the key concept of Economics?,Economics can be explained as ...,False
4f6a5e94-7f9e-4399-83d0-6c1cf5145122,ALL,Social Science,Sociology,What is the key concept of Sociology?,Sociology is important because ...,False
f3bbcdb0-caef-4842-a838-aa4b037cf003,ALL,Social Science,Sociology,Explain Sociology in brief.,Sociology is important because ...,True
c71c2464-f678-402a-9893-db4a77ca7489,ALL,Social Science,Sociology,Define Sociology.,Sociology can be explained as ...,True
ebab180e-1b29-4da6-8dfb-cd068fc7b40a,ALL,Computer Science,Programming,Why is Programming important?,Programming can be explained as ...,True
50a3c390-ae57-47db-9968-24b3650788fc,ALL,Computer Science,Programming,What is the key concept of Programming?,The key concept of Programming is ...,True
06e0a269-7c87-44e4-b27c-fcd492452051,ALL,Computer Science,Programming,Explain Programming in brief.,Programming can be explained as ...,True
7f7fb283-5d0f-4a88-a3a4-15562a99c341,ALL,Computer Science,Algorithms,What is the key concept of Algorithms?,The key concept of Algorithms is ...,True
7b5bc876-c1b7-4865-b0a3-2c90af293fdb,ALL,Computer Science,Algorithms,Give an example of Algorithms.,The key concept of Algorithms is ...,False
e3dd609c-99a8-40cb-a463-d7485620211b,ALL,Computer Science,Algorithms,Why is Algorithms important?,Algorithms is important because ...,False
6fe2454a-17fa-4741-877c-458afaed4489,ALL,Computer Science,Databases,Why is Databases important?,The key concept of Databases is ...,False
1f66c3d7-d381-4f66-b271-7b691c84d3f7,ALL,Computer Science,Databases,Give an example of Databases.,An example of Databases: ...,False
851d277c-dde0-4704-8f9a-c53a4af72f1f,ALL,Computer Science,Databases,Define Databases.,Databases can be explained as ...,False
9b8c3951-1015-4c85-89ea-a7f4bed8ab75,ALL,Computer Science,Networking,Define Networking.,Networking can be explained as ...,True
798c1797-4348-458c-a6f7-bf70cee29725,ALL,Computer Science,Networking,Why is Networking important?,Networking is defined as ...,False
e4e550b0-7851-4003-9c90-1a132d417e99,ALL,Computer Science,Networking,Why is Networking important?,Networking can be explained as ...,True
a1234138-f15f-4127-9c8c-deb078c93a02,ALL,Computer Science,AI,Define AI.,AI is important because ...,True
d5f2e32d-c2e8-482d-aff7-f1b03561a577,ALL,Computer Science,AI,Define AI.,AI is defined as ...,False
97312e47-a076-46e4-9afb-60f980663c55,ALL,Computer Science,AI,Explain AI in brief.,AI is important because ...,False
19ea9ee1-c2ee-46a4-8984-f3cde3c47359,ALL,Economics,Micro,What is the key concept of Micro?,The key concept of Micro is ...,True
957486d6-ee9a-4b62-844f-48eedd5482d3,ALL,Economics,Micro,Explain Micro in brief.,Micro is important because ...,True
41dadd4c-f876-4226-8645-25032dcef20c,ALL,Economics,Micro,What is the key concept of Micro?,Micro is important because ...,True
b190a4be-5627-430d-8375-fcd5c39b7170,ALL,Economics,Macro,Define Macro.,Macro is important because ...,False
968114be-8b74-44c2-a26d-9cba628ac6f9,ALL,Economics,Macro,Give an example of Macro.,An example of Macro: ...,True
9be233ae-f36b-408e-9454-2d15904324bc,ALL,Economics,Macro,Give an example of Macro.,Macro is defined as ...,True
10f272dd-a815-497f-8d5c-fa0878617907,ALL,Economics,Finance,What is the key concept of Finance?,The key concept of Finance is ...,False
eee3a9f5-8054-411f-ac10-b8be5342d640,ALL,Economics,Finance,Give an example of Finance.,Finance is defined as ...,False
a0865a4d-4f49-4692-9e7d-b89f1cc941ef,ALL,Economics,Finance,Why is Finance important?,The key concept of Finance is ...,False
971b9c20-74da-4d80-af60-a015840fe2c8,ALL,Economics,Trade,Explain Trade in brief.,Trade is defined as ...,False
737d5120-c20e-4ec5-b313-f27630bc5299,ALL,Economics,Trade,Define Trade.,An example of Trade: ...,True
7aeb709d-13e0-46bc-9b97-dcabe35e9eb2,ALL,Economics,Trade,Define Trade.,Trade is important because ...,True
ee774ac0-3628-4b51-91a3-11f731cf9206,ALL,Economics,Development,Explain Development in brief.,Development can be explained as ...,True
526fb271-ed64-444a-9caf-a291241e490c,ALL,Economics,Development,Why is Development important?,Development is important because ...,True
a3ef0985-3ad6-4c83-a65a-947cee9b0ba3,ALL,Economics,Development,Define Development.,Development is important because ...,True
4fd39b2d-0e0f-4aae-84b9-65ee00c9db37,ALL,History,Ancient,Define Ancient.,The key concept of Ancient is ...,True
5cd91203-1568-414d-9d6c-1ecb49f37e5e,ALL,History,Ancient,Explain Ancient in brief.,Ancient is important because ...,False
b8ad215c-bf6f-4673-a3b8-762b3fe0b584,ALL,History,Ancient,Define Ancient.,The key concept of Ancient is ...,True
707d8600-f528-45e7-9536-3540917beb07,ALL,History,Medieval,Give an example of Medieval.,Medieval is important because ...,False
df2a3c90-8b36-4d6e-85d5-324a4220ef61,ALL,History,Medieval,Why is Medieval important?,Medieval is defined as ...,False
e0f3558d-ebb1-42fe-a26b-675c925fd131,ALL,History,Medieval,Give an example of Medieval.,Medieval can be explained as ...,True
9efdb8e9-0b70-4fed-9dd8-9ff21f5bcf90,ALL,History,Modern,Why is Modern important?,An example of Modern: ...,True
3e7447fe-5c5a-4f32-8b18-c93af5d0b9a8,ALL,History,Modern,Explain Modern in brief.,Modern can be explained as ...,True
200b2afc-5c74-45b4-865a-ec39f9176c0b,ALL,History,Modern,Give an example of Modern.,Modern is defined as ...,True
eadc6d74-8a11-42ac-94d3-23b04228c940,ALL,History,World Wars,What is the key concept of World Wars?,World Wars is defined as ...,False
06f71d35-007d-415a-afcd-2f14146e97e0,ALL,History,World Wars,Define World Wars.,An example of World Wars: ...,False
d12a3c9e-11ec-4958-abd7-8a31e715ff7a,ALL,History,World Wars,Explain World Wars in brief.,World Wars can be explained as ...,False
58d211b8-b4ea-4f76-ae44-35bea6844ffb,ALL,History,Revolutions,Give an example of Revolutions.,Revolutions is defined as ...,True
a8fe02f9-db0b-46c8-acdc-8ad027c047f6,ALL,History,Revolutions,Give an example of Revolutions.,Revolutions can be explained as ...,False
da892ca1-b812-4aaf-863a-1641ae1ea826,ALL,History,Revolutions,Define Revolutions.,An example of Revolutions: ...,True
